machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB1RA_1LC1LB_0RD0LC_1LA0RE_---1RD; .00101(0101)1A>.; 131; 49
1RB1RA_1LC1LB_0RE0LD_0RA1LE_---0RA; .00(0)11(111)A>.; 116; 44
1RB1RA_1LC1LB_0RE0LD_1RA1LE_---0RA; .00111(111)A>.; 78; 28
1RB1RA_1LC1LB_0RE0LD_1LB1LE_---0RA; .00111(111)A>.; 90; 32
1RB1RA_1LC1LB_0RE0LD_1LC1LE_---0RA; .00(0)11(111)A>.; 122; 46
1RB1RA_1LC1LB_0LA1LD_0RA0LE_---0RA; .<A01111(111111).; 176; 64
1RB1RA_1LC1LB_1RA0LD_0LB0LE_---0RC; .(111111)A>.; 72; 25
1RB1RA_1LC1LB_1RA0LD_0LB1LE_---0RA; .(111111)A>.; 72; 25
1RB1RA_1LC1LB_1RD0LD_0RA1LE_---0RA; .0111(111)A>.; 78; 28
1RB1RA_1LC1LB_1RD0LD_1LA1LE_---0RA; .<A101(111111).; 124; 50
1RB1RA_1LC1LB_1LD0LD_1RA0LE_---0RD; .(111111)A>.; 56; 17
1RB1RA_1LC1LB_1LD0LD_1RA1LE_---0RA; .(111111)A>.; 56; 17
1RB1RA_1LC1LC_0RA1LD_1LB0LE_---0RA; .01111(1111)A>.; 66; 24
1RB1RA_1LC1LC_0RE1LD_1LB0LE_---0RA; .00111(1111)A>.; 110; 42
1RB1RA_1LC1LC_1RE1LD_1LB0LE_---0RA; .10111(111111111111)A>.; 298; 96
1RB1RA_1LC1LD_0RA0RB_1LB0LE_---0LC; .0111(1111111111)A>.; 414; 130
1RB1RA_1LC1LD_0RA0LB_---0LE_1RB0RB; .0011(011)A>.; 84; 30
1RB1RA_1LC1LD_1RA0RB_1LB0LE_---0RD; .(1111)A>.; 32; 11
1RB1RA_1LC1LD_1RB0LB_1LE0RA_---0LC; .(01011101)A>.; 128; 39
1RB1RA_1LC1LE_0RA0LD_1LB0RD_---1LD; .0100011111(11)A>.; 99; 24
1RB1RA_1LC1LE_0RA1LD_0LC1LB_---0RD; .0111(11111111)A>.; 210; 74
1RB1RA_1LC1LE_0RD0LD_1LB0RA_---0LC; .000111(1111)A>.; 224; 80
1RB1RA_1LC1LE_0LA1LD_1RA1LB_---0RD; .<A011111(11111111).; 171; 62
1RB1RA_1LC1LE_0LD1LB_1RD0RA_---0RC; .11011(111)A>.; 78; 32
1RB1RA_1LC1LE_0LD1LB_1RD0RA_---1LC; .11011(111)A>.; 64; 26
1RB1RA_1LC1LE_1RA0RD_1LB0LD_---0RC; .<B10(100).; 59; 20
1RB1RA_1LC1LE_1RE0LD_1RD0LB_---0RA; .10101(0101)A>.; 165; 54
1RB1RA_1LC1LE_1RE0LD_1LB0RD_---0RA; .10(01)101(11)A>.; 80; 32
1RB1RA_1LC1LE_1RE0LD_1LC1LB_---0RA; .1010101101(101101101101101)A>.; 864; 300
1RB1RA_1LC1LE_1RE1LD_1RA1LB_---0RD; .111(1111)A>.; 56; 22
1RB1RB_0RC---_1RD0RE_1LE1RD_1RA0LD; .<D0111111(11)011(1).; 185; 60
1RB1RB_0RC---_1RD0LD_1LC1LE_0RA1RE; .110101101(01101)B>.; 153; 49
1RB1RB_0RC---_1RD0LD_1LE1RA_1LC0LC; .<C11001000100(01000100)1.; 336; 118
1RB1RB_0RC---_1LC1LD_0RE0LE_---0LA; .<A00111(111).; 138; 48
1RB1RB_0RC---_1LC1LD_1RE0LE_---0LA; .<A00111(111).; 138; 48
1RB1RB_0RC0RA_1LD---_1LE0LB_1RD0LC; .010101(0101)B>.; 73; 26
1RB1RB_0RC0RB_1LC0LD_1RB0LE_---1LA; .<A10011(111).; 112; 40
1RB1RB_0RC0RB_1LC0LD_1LA0LE_---1LA; .<A10111111(111).; 169; 58
1RB1RB_0RC0RB_1LC0LD_1LA1LE_---0RC; .<A10111111(111).; 181; 62
1RB1RB_0RC0RB_1LC0LD_1LA1LE_---0LA; .<A10111111(111).; 193; 66
1RB1RB_0RC0RB_1LD0LA_1LE---_0RA0LC; .<C011(1111).; 83; 29
1RB1RB_0RC0RB_1LD0LA_1LE---_1RA0LC; .<C011(1111).; 83; 29
1RB1RB_0RC0RC_1LC1LD_1RA0LE_---0LA; .<A00111111(111111).; 291; 101
1RB1RB_0RC0RC_1LC1LD_1RA0LE_---1LA; .<A10111111(111111).; 291; 101
1RB1RB_0RC0RD_0RD---_1LD0LE_0LA1LB; .<A00111(111).; 102; 36
1RB1RB_0RC0RD_1LD1RA_0LE---_1RB0LB; .<B001(0111).; 93; 34
1RB1RB_0RC0RE_1LC1LD_1LA0LE_---0LA; .<A1111(111).; 94; 32
1RB1RB_0RC0LA_1LC1LD_0RB0LE_---0LA; .<A00111(111).; 138; 48
1RB1RB_0RC0LA_1LC1LD_0RB0LE_---1LA; .<A10111(111).; 148; 52
1RB1RB_0RC0LA_1LC1LD_0RB0LE_---1LB; .<B10111(111).; 164; 58
1RB1RB_0RC0LA_1LC1LD_0RE0LE_---1LA; .<A10111(111).; 184; 64
1RB1RB_0RC0LA_1LC1LD_1RA0LE_---0LA; .<A00111111(111111).; 351; 121
1RB1RB_0RC0LA_1LC1LD_1RA0LE_---0LB; .<A000111(0111).; 114; 40
1RB1RB_0RC0LA_1LC1LD_1RA0LE_---1LA; .<A10111111(111111).; 391; 135
1RB1RB_0RC0LA_1LC1LD_1RA1LE_---0LB; .<A001111(1111).; 120; 42
1RB1RB_0RC0LA_1LC1LD_1RB0LE_---0LA; .<A00111(111).; 138; 48
1RB1RB_0RC0LA_1LC1LD_1RB0LE_---1LA; .<A10111(111).; 148; 52
1RB1RB_0RC0LA_1LC1LD_1RB0LE_---1LB; .<B10111(111).; 164; 58
1RB1RB_0RC0LA_1LC1LD_1RE0LE_---1LA; .<A10111(111).; 184; 64
1RB1RB_0RC0LC_1LD0LA_0LE1LB_---1RC; .<A00111(111).; 126; 44
1RB1RB_0RC0LC_1LD0LA_1LE---_---1LB; .<A00111(111).; 108; 38
1RB1RB_0RC0LD_1LD0LA_1LE0LA_---1LB; .<A00111(111).; 108; 38
1RB1RB_0RC0LE_0RD---_1LD1RA_0RA0LB; .01001(1001)A>.; 96; 34
1RB1RB_0RC0LE_0RD0LA_1LD1LB_---0LC; .<A0001111(1111).; 150; 52
1RB1RB_0RC0LE_1RD0RA_1LB0RB_1LD---; .<B110110(110110)001.; 247; 94
1RB1RB_0RC0LE_1LD0LA_1LD1LB_---0LA; .<A00111(111).; 108; 38
1RB1RB_0RC1RB_1LC0LD_1LA0LE_---0RB; .<A1011(111).; 76; 26
1RB1RB_0RC1RC_1LD1RA_0LE---_1RA0RC; .11111(111)B>.; 76; 28
1RB1RB_0RC1RC_1LD1RA_0LE---_1LB0RC; .<B10111111(111).; 119; 39
1RB1RB_0RC1RD_0LD0RA_1LE---_1RA0LE; .11110110110110110110110110(110110)01B>.; 1165; 264
1RB1RB_0RC1RD_1LA0LB_1LC1RE_---1RA; .<B0111(1111).; 91; 33
1RB1RB_0RC1RD_1LA1LE_0LE1RA_---1LC; .<A1111(111111)0.; 102; 38
1RB1RB_0RC1RE_1RD0LD_1LC0LB_0RA---; .<C10101101(101101)01.; 224; 80
1RB1RB_0RC1RE_1LC0LD_0RA0LA_---1RA; .0111(111111)A>.; 171; 61
1RB1RB_0RC1RE_1LC0LD_1RB1LD_---1RA; .(111111)A>.; 72; 28
1RB1RB_0RC1RE_1LC1LD_1LA0LE_---0LA; .<A1111(111).; 94; 32
1RB1RB_0RC1LD_1RD---_0LB0RE_1RA0LD; .010110101(10101)A>.; 138; 44
1RB1RB_0RC1LD_1RD0LA_1LB0LE_---0LC; .<B11111(1111).; 94; 34
1RB1RB_0RC1LD_1RD1RE_1LB0LB_---1RA; .<B1101110111(01110111)1.; 358; 140
1RB1RB_0RC1LD_1LA0RE_---0LA_1LE0LB; .<A01111(111).; 150; 50
1RB1RB_0RC1LD_1LA0LA_---1LE_1RA1LB; .<B111(111).; 63; 24
1RB1RB_0RC1LD_1LA0LA_---1LE_1LB0RA; .<B111(111).; 71; 24
1RB1RB_0RC1LD_1LD0LA_1LB0LE_---0LA; .<B1111(111).; 70; 26
1RB1RB_0RC1LD_1LD0LA_1LB1LE_---0LC; .<A001111(1111).; 135; 47
1RB1RB_0RC1LE_1LC0LD_1RA0LE_---0LA; .1(111)B>.; 59; 22
1RB1RB_0RC1LE_1LC1LD_1RA0LE_---0LA; .1(111)B>.; 69; 22
1RB1RB_0LC0RC_1RE1LD_1LB---_0RA0RE; .1010100001010000(10100001010000)A>.; 727; 245
1RB1RB_0LC0RC_1RE1LD_1LB---_0RA0LB; .101010(1000010)A>.; 179; 70
1RB1RB_0LC0RE_1RC1RD_1LB0RA_---1LB; .111(111)01B>.; 169; 58
1RB1RB_0LC0RE_1RD0RD_1LB1RA_---1LC; .11111(111)A>.; 119; 38
1RB1RB_0LC0RE_1LD1RC_1RA1LB_---0RA; .00100(100)A>.; 72; 26
1RB1RB_0LC0RE_1LD1RC_1RC1LB_---0RA; .00100(100)A>.; 66; 24
1RB1RB_0LC1RA_---1LD_1RA1LE_1LA1LC; .<A111(111111)0.; 135; 51
1RB1RB_0LC1RA_0LA1LD_1RB1LE_---1LC; .<A0111(111111)0.; 111; 42
1RB1RB_0LC1RA_0LD1LD_1RB1LE_---1LC; .1(111111)B>.; 65; 24
1RB1RB_0LC1RA_1RA1LD_1LA1LE_---1LC; .<A11(111111)0.; 106; 39
1RB1RB_0LC1RA_1LE0RD_1RC---_0RB0LE; .0111110101(0101)C>.; 163; 50
1RB1RB_0LC1RC_1RA0RD_1LB1RE_---0LA; .1111(111111)A>.; 245; 82
1RB1RB_0LC1RC_1LA0RD_1LB0RE_---0LB; .<A101(111).; 64; 20
1RB1RB_0LC1RC_1LA0RD_1LB0RE_---0LC; .<A101(111).; 60; 20
1RB1RB_0LC1RD_---1LD_1LE0RA_1RB1LB; .1(0101)B>.; 81; 24
1RB1RB_0LC1RD_1LA0RD_1LB1RE_---1RA; .<A101(1111).; 70; 26
1RB1RB_0LC1RD_1LA1LC_---0RE_1RA0LE; .<A11(111111)0.; 120; 46
1RB1RB_0LC1RE_---0LD_1LA1LD_1RA0RC; .<A1111(1111)00.; 114; 42
1RB1RB_0LC1RE_---1LD_1RE1LC_0RA1RA; .1111(111111)0A>.; 127; 48
1RB1RB_0LC1RE_1RA1LD_1LA1LC_---1RA; .<A11(111111)0.; 114; 43
1RB1RB_0LC1RE_1RC0RD_1LB1LA_---1RA; .11111(111)A>.; 95; 32
1RB1RB_0LC1RE_1RD0RD_1LB---_---1RA; .11111(111)A>.; 99; 32
1RB1RB_0LC1RE_1LA1LD_1RA1LC_---1RA; .<A111(111111)0.; 131; 49
1RB1RB_0LC1RE_1LD1RC_0LE0LB_0RA---; .0110110(110110)A>.; 153; 53
1RB1RB_0LC1RE_1LD1RC_1RB0LB_0RA---; .(110110)A>.; 62; 15
1RB1RB_0LC1RE_1LD1RC_1LE0LB_0RA---; .0110110(110110)A>.; 153; 53
1RB1RB_1RC---_1LD1RE_1RA0LC_0RD---; .111101(11101)A>.; 124; 45
1RB1RB_1RC---_1LD1RE_1RA0LC_1LC0RD; .111101(11101)A>.; 164; 59
1RB1RB_1RC0RA_0LD---_0LE1LD_1LA0LA; .<A1011(1011)0.; 57; 21
1RB1RB_1RC0RA_0LD---_1LE1LD_0RA0LB; .01010101(0101)B>.; 94; 30
1RB1RB_1RC0RA_0LD---_1LE1LD_1RE0LB; .01010101(0101)B>.; 102; 32
1RB1RB_1RC0RB_1LD0RD_1LE0LC_0RA---; .010(1010)B>.; 51; 18
1RB1RB_1RC0RB_1LD0LA_1RB1LE_---0LC; .<A001111(1111).; 147; 51
1RB1RB_1RC0RD_1RD---_0LE0RA_0LB1LE; .<B011(110)001111100.; 191; 56
1RB1RB_1RC0RD_1LD0LA_---1LE_0LC1LB; .<A00111(111).; 120; 42
1RB1RB_1RC0RD_1LD1RA_---0LE_1RE1RC; .11111(11111)B>.; 182; 67
1RB1RB_1RC0RD_1LD1LC_1RE0LC_---0RA; .10101010101(010101010101)B>.; 523; 184
1RB1RB_1RC0RE_0LD1RA_0LA1LD_---0RD; .<A011111(1111)0.; 78; 26
1RB1RB_1RC0RE_1LD1RC_1RE0LC_---1RA; .<C01110111(111).; 115; 38
1RB1RB_1RC0RE_1LD1LC_1RB0LA_---1RB; .1(0101)B>.; 41; 16
1RB1RB_1RC0LA_1LD0RD_---1LE_0RA0LB; .<B0111111(111111).; 285; 101
1RB1RB_1RC0LB_0RD---_1RE1LE_1LB0RA; .<B00011011(011011)1111.; 349; 114
1RB1RB_1RC0LB_0RD0RE_1LB---_1LD1RA; .<B000(01100110)11.; 243; 88
1RB1RB_1RC0LB_0RD1LC_1LB1RE_---1RA; .01111011(11011)A>.; 201; 60
1RB1RB_1RC0LC_0LD0RA_1LE1LB_1RA---; .001101(101)B>.; 79; 28
1RB1RB_1RC0LC_1LD0RA_0LE1LB_1RA---; .<B11011011(011).; 72; 23
1RB1RB_1RC0LC_1LD0RC_1RA1LE_---0RB; .1(1111)B>.; 45; 15
1RB1RB_1RC0LC_1LD1RA_1RA1LE_---0RB; .(1111)A>.; 36; 12
1RB1RB_1RC0LD_1LD---_0LE0RE_1RA1LC; .10101(0101)1B>.; 106; 38
1RB1RB_1RC0LD_1LD1RE_1RD1LB_0RA---; .11(0111)110A>.; 85; 29
1RB1RB_1RC0LE_1RD1RE_1LE---_0RA0LB; .011101(1101)B>.; 88; 31
1RB1RB_1RC0LE_1LD0RB_---1LA_1LD1LB; .<A110101(0101).; 82; 28
1RB1RB_1RC1RC_1LD0RD_---1LE_1RA0LB; .<B0111111(111111).; 221; 79
1RB1RB_1RC1RD_1LA1LE_0LE1RA_---1LC; .<A1111(111111)0.; 102; 38
1RB1RB_1RC1RE_0LD---_1RA0RE_1LC1RA; .11111(111)B>.; 82; 30
1RB1RB_1RC1RE_1LD1LC_0RB0LA_---0RB; .01010(1010)B>.; 79; 28
1RB1RB_1RC1LB_1RD0LE_0LB0RE_---0LA; .<A0011(111)0.; 58; 20
1RB1RB_1RC1LC_1LD1RE_0LA0LB_---0RA; .<A01101(110111011101).; 327; 103
1RB1RB_1RC1LC_1LD1RE_1RA0LB_---0RA; .(10101010)A>.; 136; 43
1RB1RB_1RC1LC_1LD1RE_1RC0LB_---0RA; .(10101010)A>.; 132; 41
1RB1RB_1RC1LD_1LA0RA_---0LE_1RB0LB; .(11110)A>.; 60; 22
1RB1RB_1RC1LD_1LA0RA_---1LE_0LA0LB; .<A01111(01111).; 117; 41
1RB1RB_1RC1LD_1LA0RE_---0LE_1RB0LB; .<B001(00101).; 85; 32
1RB1RB_1RC1LD_1LA0LA_---1LE_1LB0RA; .<B111(111).; 71; 24
1RB1RB_1RC1LD_1LD0RA_---1LE_0LA0LB; .<A01111(01111).; 99; 35
1RB1RB_1RC1LD_1LD0LA_---1LE_1LB0RA; .<B111(111).; 65; 22
1RB1RB_1RC1LE_1LD0RB_0LE0LC_0LA---; .<A0010101(010101).; 135; 52
1RB1RB_1LA0RC_1LC1LD_0RE0LE_---0LA; .<A00111(111).; 186; 64
1RB1RB_1LA0RC_1LC1LD_1RA0LE_---0LA; .<A00111111(111111).; 339; 117
1RB1RB_1LA0RC_1LC1LD_1RA0LE_---1LA; .<A10111111(111111).; 299; 103
1RB1RB_1LA0RC_1LC1LD_1RE0LE_---0LA; .<A00111(111).; 186; 64
1RB1RB_1LA1RC_1LC0LD_---0LE_1RE0RB; .111(111)0B>.; 115; 40
1RB1RB_1LB0LC_1RD0LA_1RD1RE_0RB---; .<A0010101(0101)1.; 125; 40
1RB1RB_1LB1LC_1LA0LD_1RD0LE_---0RA; .<A111(111).; 102; 36
1RB1RB_1LB1LC_1LA0LD_1RD1LE_---0RA; .<A111(111).; 102; 36
1RB1RB_1LC---_0LE0RD_1RA1RC_0LD0RB; .10101(0101)1B>.; 115; 42
1RB1RB_1LC---_0LE0RD_1RA1RC_1LD0LB; .<C10001000(1000).; 136; 45
1RB1RB_1LC---_1RA0LD_1RE1LD_0RC0LA; .<D11(1)0101(1).; 76; 28
1RB1RB_1LC---_1LE1RD_0RE1RC_1RA0LC; .111101(11101)A>.; 142; 51
1RB1RB_1LC0RA_---0LD_1LE0RE_1RA0LB; .0110(1010)A>.; 88; 34
1RB1RB_1LC0RA_---0LD_1LE0RE_1RA1LB; .0110(1010)A>.; 88; 34
1RB1RB_1LC0RA_---1LD_0LE0RB_1RA1LB; .1101(0101)B>.; 118; 49
1RB1RB_1LC0RA_1LC1LD_0LE---_1RA0RB; .1101010(1010)A>.; 85; 28
1RB1RB_1LC0RA_1LC1LD_0LE---_1RA0RC; .1101010(1010)A>.; 85; 28
1RB1RB_1LC0RA_1LE0RD_---1RC_0RA0LB; .01010(1010)A>.; 75; 27
1RB1RB_1LC0RA_1LE0RD_---1RC_1RE0LB; .01010(1010)A>.; 81; 29
1RB1RB_1LC0RB_1RA0LD_1LE0LA_1LA---; .<A1101(010101).; 81; 28
1RB1RB_1LC0RB_1LB0LD_0LE---_1RE0RA; .11101(00)B>.; 63; 27
1RB1RB_1LC0RC_---0LD_0LE---_1RE0RA; .111(111)0A>.; 108; 38
1RB1RB_1LC0RC_---1LD_1RE0LA_---1RA; .<A0111111(111111).; 225; 79
1RB1RB_1LC0RC_1RA0LD_0LE0RD_1LB---; .<B101101101(101).; 101; 34
1RB1RB_1LC0RC_1RA1LD_0LE0RB_1LB---; .<B101101101(101).; 125; 42
1RB1RB_1LC0RC_1RD1LD_0RE0LB_---1RA; .0101101(101)A>.; 112; 34
1RB1RB_1LC0RC_1RE1LD_0LB1LB_---1RA; .<B111(111)0111.; 94; 32
1RB1RB_1LC0RC_1LE1RD_0LB1LD_0RA---; .0101001(001001)B>.; 213; 76
1RB1RB_1LC0RD_0LD0LC_1LA1RE_1RA---; .<A1000000(0000)101.; 134; 45
1RB1RB_1LC0RD_1RA0LD_1LE0RA_0LB---; .<B0101(01101).; 105; 39
1RB1RB_1LC0RD_1RA1LD_1LE0RA_0LB---; .<B0111(01111).; 105; 39
1RB1RB_1LC0RD_1RB0LD_1LC1RE_0RA---; .(11010)A>.; 40; 13
1RB1RB_1LC0RD_1LD0LB_0LE0RA_1RC---; .0100101(010101)B>.; 203; 72
1RB1RB_1LC0RE_---1LD_1RE0LB_1LA1RA; .101101(101)A>.; 92; 28
1RB1RB_1LC0RE_0LD0LB_0RA1RD_0RD---; .010010(10010)A>.; 81; 29
1RB1RB_1LC0RE_0LD0LB_0RA1RD_1RC---; .010010(10010)A>.; 105; 37
1RB1RB_1LC0RE_0LD0LC_1RD0RA_---0LC; .111(111)0A>.; 108; 38
1RB1RB_1LC0RE_0LD0LC_1RD0RA_---1RC; .111(111111)011110A>.; 382; 141
1RB1RB_1LC0RE_1RA1LD_0LB0RE_---0RA; .00100(100)A>.; 60; 22
1RB1RB_1LC0RE_1RD0LB_---1RA_0LA1RD; .1110111011(1011)A>.; 190; 54
1RB1RB_1LC0RE_1RD0LB_---1RA_1LB0RD; .<B011101111(1111).; 165; 52
1RB1RB_1LC0RE_1RD0LB_---1RA_1LB1RD; .1110111011(1011)A>.; 124; 36
1RB1RB_1LC0RE_1LD1RC_1RE0LC_---1RA; .<C01110111(111).; 123; 40
1RB1RB_1LC0LB_1RD1RC_1LB1RE_0RA---; .<B0000100001000010(00010)1.; 295; 78
1RB1RB_1LC0LD_1RA1LB_1LE0RC_---0LA; .<A01011(1011).; 87; 31
1RB1RB_1LC0LD_1RB1LB_---1LE_1RE0RA; .<B11111111(1111).; 223; 69
1RB1RB_1LC0LD_1LA1LB_---1LE_1RE0RA; .<A1111(1111).; 99; 35
1RB1RB_1LC0LE_0RD1LB_0RA1RD_---1LC; .011111111111111111110(1010)A>.; 537; 144
1RB1RB_1LC0LE_0RD1LB_1RD0RA_---1LD; .<B11111111(1111).; 364; 120
1RB1RB_1LC0LE_0LD1LB_1RD0RA_---1LD; .<B11111111(1111).; 205; 63
1RB1RB_1LC0LE_1LD1LB_1RD0RA_---1LD; .<B11111111(1111).; 217; 67
1RB1RB_1LC1RA_---1LD_0RB1LE_1RB1LC; .1111(111111)A>.; 149; 56
1RB1RB_1LC1RA_---1LD_1LA1LE_0RA1LC; .<A111(111111).; 84; 32
1RB1RB_1LC1RA_0RA1LD_1RA1LE_---1LC; .111(111111)A>.; 130; 50
1RB1RB_1LC1RA_0RB1LD_1RB1LE_---1LC; .(111111)A>.; 88; 31
1RB1RB_1LC1RA_0LA1LD_0RA1LE_---1LC; .<A01111(111111).; 116; 44
1RB1RB_1LC1RA_0LA1LD_1RA1LE_---1LC; .<A01111111(111111).; 150; 54
1RB1RB_1LC1RA_0LA1LD_1RB1LE_---1LC; .<A01111(111111).; 111; 42
1RB1RB_1LC1RA_0LD1LD_1RB1LE_---1LC; .1(111111)B>.; 65; 24
1RB1RB_1LC1RA_1LA1LD_0RA1LE_---1LC; .<A11111(111111).; 108; 40
1RB1RB_1LC1RC_---0LD_0LE0LE_1RE0RA; .111(111)0A>.; 108; 38
1RB1RB_1LC1RC_---0LD_0LE1LE_1RE0RA; .111(111)0A>.; 108; 38
1RB1RB_1LC1RC_0RD0LD_0LB1RE_0RA---; .0101101011010(11010)A>.; 266; 77
1RB1RB_1LC1RC_0RE0LD_1RC0LA_---1RA; .<A00101(0101).; 78; 28
1RB1RB_1LC1RC_0RE0LD_1LA0LA_---1RA; .<A101(0101).; 48; 18
1RB1RB_1LC1RD_---0LD_1LA0RE_0LA0RC; .<A101(111).; 80; 28
1RB1RB_1LC1RD_0RD0LB_0RA0RE_1RA---; .0010110(110)A>.; 99; 31
1RB1RB_1LC1RD_0RD0LB_0RA0RE_1RC---; .0010(110)A>.; 52; 17
1RB1RB_1LC1RD_0RD0LB_0RA1RE_1RC---; .011011110(1111011110)0A>.; 475; 164
1RB1RB_1LC1RD_0LA1LD_0RE0LB_---1RA; .<A01011(1111).; 101; 35
1RB1RB_1LC1RD_1RA0LB_1LE0RE_---1LC; .<B011111(111111).; 228; 82
1RB1RB_1LC1RD_1RA1LB_---0RE_0RB0LB; .<B1100110(0110).; 141; 48
1RB1RB_1LC1RD_1RC0LD_0LC1RE_0RA---; .111(1101)01B>.; 99; 36
1RB1RB_1LC1RD_1LA0LB_0RA0RE_1RA---; .<A1101(01101).; 75; 27
1RB1RB_1LC1RD_1LA0LB_0RA0RE_1RC---; .<A1101(01101).; 69; 25
1RB1RB_1LC1RD_1LA0LB_0RA1RE_0RB---; .<A1101(011101).; 87; 31
1RB1RB_1LC1RD_1LA1LC_1RA0RE_---0LC; .<A111(1111).; 48; 18
1RB1RB_1LC1RE_---0LD_1LA1RB_1RA0RC; .<A101111(1111).; 112; 38
1RB1RB_1LC1RE_---0LD_1LA1LD_1RA0RC; .<A1111(111111111111)01.; 302; 96
1RB1RB_1LC1RE_0RA1LD_1RE1LC_---1RA; .11111(111111)A>.; 159; 60
1RB1RB_1LC1RE_0RD0LB_1RA0RD_0RA---; .0010110(110)A>.; 99; 31
1RB1RB_1LC1RE_0RD0LB_1RC0RD_0RA---; .0010(110)A>.; 52; 17
1RB1RB_1LC1RE_0RE1LD_1RB1LC_---1RA; .111(111111)A>.; 126; 48
1RB1RB_1LC1RE_0LD1RD_1RA0RB_---0LC; .11111(111)B>.; 94; 34
1RB1RB_1LC1RE_0LD1RD_1RA0RB_---1RA; .11111(111)B>.; 82; 30
1RB1RB_1LC1RE_0LD1LB_0RA0LD_---0RD; .0101100(11001100)A>.; 204; 70
1RB1RB_1LC1RE_1RA0LD_1LA0LB_0RC---; .<A101(00101).; 78; 28
1RB1RB_1LC1RE_1RA1LD_1LC0RC_---0RD; .111111(111111)001A>.; 187; 65
1RB1RB_1LC1RE_1RB1LD_0RE1LC_---1RA; .(111111)A>.; 84; 29
1RB1RB_1LC1RE_1RD0LB_---1RA_0RA1RC; .11110(1110)A>.; 107; 40
1RB1RB_1LC1RE_1RD0LB_---1RA_0RA1RD; .<B010111101111(1111).; 323; 98
1RB1RB_1LC1RE_1RD0LB_0LA0RB_0RC---; .<B01(00101).; 63; 24
1RB1RB_1LC1RE_1LA0RD_---0LB_1LD0RC; .<A110(111111111).; 262; 72
1RB1RB_1LC1RE_1LA0LD_1LC1RB_---0RD; .<A1101(1101).; 63; 23
1RB1RB_1LC1RE_1LD0LB_0LE---_0RA0RD; .0110110(110110)A>.; 117; 41
1RB1RB_1LC1RE_1LD0LB_1RB---_0RA0RD; .(110110)A>.; 46; 13
1RB1RB_1LC1RE_1LD0LB_1RE---_0RA1RC; .(110110)A>.; 50; 15
1RB1RB_1LC1RE_1LD0LB_1LE---_0RA0RD; .0110110(110110)A>.; 117; 41
1RB1RB_1LC1LD_1LE0LD_1RD0RB_---0LA; .<A011111(111).; 123; 40
1RB1RB_1LC1LE_1RC1LD_1LB0RA_---0LC; .<B111(11111111).; 408; 134
1RB1RC_0RC---_0RD1LE_1LD1RE_1RA0LE; .11011011(11011011011)0011A>.; 811; 281
1RB1RC_0RC---_0LD1RD_1LE0RB_1RA0LC; .<C011001(1001).; 122; 41
1RB1RC_0RC---_0LD1RE_0LA1LD_1RA0RC; .<A010111(10111)00.; 150; 54
1RB1RC_0RC---_0LD1RE_0LA1LD_1RA0LE; .<A01(11)011100(00).; 138; 52
1RB1RC_0RC---_1RD1LD_1LC0LE_---0LA; .<A001111(11).; 97; 37
1RB1RC_0RC---_1LD0RA_0RE0LD_1LC1RE; .01111010101010101010101010101010101010(10101010101010)A>.; 1720; 486
1RB1RC_0RC---_1LD0RA_0LE1RB_1RE0LD; .11110010(101010)A>.; 254; 86
1RB1RC_0RC---_1LD0RA_0LE1RC_1RE0LC; .1010010(100)A>.; 54; 13
1RB1RC_0RC---_1LD0RC_1RA0LE_0LB0LA; .<A001101(0101010101).; 363; 118
1RB1RC_0RC---_1LD0RD_1RA0LE_0LA1LE; .<A011101101101101101(101).; 260; 58
1RB1RC_0RC---_1LD0RE_0LA0LC_0RD---; .<A01011(01011).; 123; 43
1RB1RC_0RC---_1LD0LA_1RA1LE_---1LC; .<A0111(111).; 69; 25
1RB1RC_0RC---_1LD0LA_1LA1LE_0LA1LC; .<A0111(111).; 72; 26
1RB1RC_0RC---_1LD0LA_1LA1LE_1RE1LC; .<A0111(111).; 78; 28
1RB1RC_0RC---_1LD0LA_1LA1LE_1LB1LC; .<B1111(111).; 76; 28
1RB1RC_0RC---_1LD0LD_1LE0RE_1RA1LC; .<C11111111111111111(1111).; 322; 75
1RB1RC_0RC---_1LD1RA_0LE0LD_1RB0RC; .1011(1)01(11)A>.; 62; 17
1RB1RC_0RC---_1LD1RA_1LE1RC_0RC0LE; .01111(01111)1A>.; 134; 49
1RB1RC_0RC---_1LD1RA_1LE1LC_0RC0LE; .01111(01111)1A>.; 152; 55
1RB1RC_0RC---_1LD1RD_0RA0LE_1RE1LC; .01101(101)0C>.; 92; 32
1RB1RC_0RC---_1LD1RE_1LE0RE_0RA0LC; .0110110(10101010)A>.; 194; 70
1RB1RC_0RC---_1LD1LE_1RE0RA_1RD0LC; .101101(101)B>.; 125; 46
1RB1RC_0RC---_1LD1LE_1RE1RD_0RA0LC; .011110(11110)A>.; 141; 49
1RB1RC_0RC0RA_0RD---_1LD0LE_0LA1LB; .<A00111(111).; 120; 42
1RB1RC_0RC0RA_0RD0LC_1LE0RE_1LA---; .<A110(101010101010)0101.; 438; 132
1RB1RC_0RC0RA_0LD1LC_1LA1LE_0LB---; .<A10110(10110).; 87; 31
1RB1RC_0RC0RA_1LD0RE_0LA1LD_---1LA; .<A0111(111).; 54; 20
1RB1RC_0RC0RA_1LD1RE_0LA1LC_---0LB; .<A01111(1111).; 57; 21
